SETTLEMENT_DATE,SETTLEMENT_PERIOD,MARKET_INDEX_DATA_PROVIDER, MARKET_INDEX_VOLUME,MARKET_INDEX_PRICE
2016-01-04,19,APXMIDP ,471.5,34.19
2016-01-04,19,N2EXMIDP,0,0
2016-01-04,20,APXMIDP ,485.15,32.39
2016-01-04,20,N2EXMIDP,0,0
2016-01-04,21,APXMIDP ,708.95,31.18
2016-01-04,21,N2EXMIDP,0,0
2016-01-04,22,APXMIDP ,785.75,31.78
2016-01-04,22,N2EXMIDP,0,0
2016-01-04,23,APXMIDP ,789,33.41
2016-01-04,23,N2EXMIDP,0,0
2016-01-04,24,APXMIDP ,847.45,33.6
2016-01-04,24,N2EXMIDP,0,0
2016-01-04,25,APXMIDP ,849.95,33.53
2016-01-04,25,N2EXMIDP,0,0
2016-01-04,26,APXMIDP ,817.85,33.03
2016-01-04,26,N2EXMIDP,0,0
2016-01-04,27,APXMIDP ,847.6,33.23
2016-01-04,27,N2EXMIDP,0,0
2016-01-04,28,APXMIDP ,983.25,32.64
2016-01-04,28,N2EXMIDP,0,0
2016-01-04,29,APXMIDP ,987.6,32.92
2016-01-04,29,N2EXMIDP,0,0
2016-01-04,30,APXMIDP ,1060.95,32.59
2016-01-04,30,N2EXMIDP,0,0
2016-01-04,31,APXMIDP ,1575.35,39.33
2016-01-04,31,N2EXMIDP,0,0
2016-01-04,32,APXMIDP ,1464.4,39.86
2016-01-04,32,N2EXMIDP,0,0
2016-01-04,33,APXMIDP ,1517.4,40
2016-01-04,33,N2EXMIDP,0,0
2016-01-04,34,APXMIDP ,1567.95,43.11
2016-01-04,34,N2EXMIDP,0,0
2016-01-04,35,APXMIDP ,1343.25,45.98
2016-01-04,35,N2EXMIDP,0,0
2016-01-04,36,APXMIDP ,1595.6,43.25
2016-01-04,36,N2EXMIDP,0,0
2016-01-04,37,APXMIDP ,1547.15,42.68
2016-01-04,37,N2EXMIDP,0,0
2016-01-04,38,APXMIDP ,1870.3,41.17
2016-01-04,38,N2EXMIDP,0,0
2016-01-04,39,APXMIDP ,1577.75,35.39
2016-01-04,39,N2EXMIDP,0,0
2016-01-04,40,APXMIDP ,1412.8,35.95
2016-01-04,40,N2EXMIDP,0,0
2016-01-04,41,APXMIDP ,1146.4,35.81
2016-01-04,41,N2EXMIDP,0,0
2016-01-04,42,APXMIDP ,1360.8,36.36
2016-01-04,42,N2EXMIDP,0,0
2016-01-04,43,APXMIDP ,1111.1,33.32
2016-01-04,43,N2EXMIDP,0,0
2016-01-04,44,APXMIDP ,1043.05,31.76
2016-01-04,44,N2EXMIDP,0,0
2016-01-04,45,APXMIDP ,1273.95,31.15
2016-01-04,45,N2EXMIDP,0,0
